# BUSCO version is: 5.4.4 
# The lineage dataset is: clostridiales_odb10 (Creation date: 2020-03-06, number of genomes: 347, number of BUSCOs: 264)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
97938at186802	Complete	1	122504	122875	+	156.7	98	https://www.orthodb.org/v10?query=97938at186802	30S ribosomal protein S13
97985at186802	Duplicated	1	2695746	2696309	-	134.6	141	https://www.orthodb.org/v10?query=97985at186802	Ribosome hibernation promoting factor
97985at186802	Duplicated	1	195659	196210	+	127.4	143	https://www.orthodb.org/v10?query=97985at186802	Ribosome hibernation promoting factor
98003at186802	Complete	1	109511	109822	+	177.7	97	https://www.orthodb.org/v10?query=98003at186802	30S ribosomal protein S10
98164at186802	Complete	1	293176	293769	+	127.8	132	https://www.orthodb.org/v10?query=98164at186802	phosphoribosylglycinamide formyltransferase
98253at186802	Complete	1	3154558	3155160	-	157.0	153	https://www.orthodb.org/v10?query=98253at186802	Holliday junction ATP-dependent DNA helicase RuvA
98603at186802	Complete	1	114843	115211	+	153.2	97	https://www.orthodb.org/v10?query=98603at186802	50S ribosomal protein L14
99100at186802	Complete	1	3541773	3542228	-	206.1	133	https://www.orthodb.org/v10?query=99100at186802	SsrA-binding protein
99166at186802	Complete	1	2730482	2731525	-	148.4	235	https://www.orthodb.org/v10?query=99166at186802	DNA polymerase III subunit delta
99327at186802	Complete	1	2692369	2692830	-	153.0	104	https://www.orthodb.org/v10?query=99327at186802	Endoribonuclease YbeY
99349at186802	Complete	1	122911	123309	+	215.8	113	https://www.orthodb.org/v10?query=99349at186802	30S ribosomal protein S11
99559at186802	Complete	1	87428	87823	+	122.8	95	https://www.orthodb.org/v10?query=99559at186802	Mini-ribonuclease 3
99576at186802	Complete	1	289553	290029	+	159.0	125	https://www.orthodb.org/v10?query=99576at186802	5-(carboxyamino)imidazole ribonucleotide mutase
100137at186802	Complete	1	3970249	3970818	+	77.0	122	https://www.orthodb.org/v10?query=100137at186802	5-formyltetrahydrofolate cyclo-ligase
100144at186802	Complete	1	2687809	2688582	-	113.1	189	https://www.orthodb.org/v10?query=100144at186802	DNA repair protein RecO
100675at186802	Complete	1	1233433	1234017	+	125.8	124	https://www.orthodb.org/v10?query=100675at186802	septum formation inhibitor Maf
100794at186802	Complete	1	1411447	1411827	+	126.7	100	https://www.orthodb.org/v10?query=100794at186802	ribosome-binding factor A
101191at186802	Complete	1	1220898	1221500	+	107.0	140	https://www.orthodb.org/v10?query=101191at186802	dephospho-CoA kinase
101676at186802	Complete	1	2851718	2852359	-	76.3	91	https://www.orthodb.org/v10?query=101676at186802	thiamine pyrophosphokinase
101979at186802	Complete	1	809533	809889	+	155.1	97	https://www.orthodb.org/v10?query=101979at186802	50S ribosomal protein L20
102562at186802	Complete	1	112381	112662	+	146.2	74	https://www.orthodb.org/v10?query=102562at186802	30S ribosomal protein S19
102901at186802	Complete	1	112694	113029	+	136.9	96	https://www.orthodb.org/v10?query=102901at186802	50S ribosomal protein L22
103359at186802	Complete	1	1350545	1350895	+	164.9	101	https://www.orthodb.org/v10?query=103359at186802	50S ribosomal protein L19
105050at186802	Complete	1	4201043	4201762	-	219.3	178	https://www.orthodb.org/v10?query=105050at186802	16S rRNA methyltransferase G
105071at186802	Complete	1	118486	118929	+	151.9	122	https://www.orthodb.org/v10?query=105071at186802	50S ribosomal protein L15
105205at186802	Complete	1	114563	114817	+	121.5	74	https://www.orthodb.org/v10?query=105205at186802	30S ribosomal protein S17
105370at186802	Complete	1	4191853	4192131	-	64.9	66	https://www.orthodb.org/v10?query=105370at186802	30S ribosomal protein S6
105840at186802	Complete	1	4004641	4004883	-	121.1	75	https://www.orthodb.org/v10?query=105840at186802	RNA-binding protein S4
106186at186802	Complete	1	1346714	1347082	+	88.3	70	https://www.orthodb.org/v10?query=106186at186802	DNA-binding protein
106537at186802	Complete	1	1253544	1253834	+	150.2	83	https://www.orthodb.org/v10?query=106537at186802	50S ribosomal protein L27
107154at186802	Complete	1	121984	122202	+	105.5	54	https://www.orthodb.org/v10?query=107154at186802	translation initiation factor IF-1
107510at186802	Complete	1	111196	111486	+	106.4	79	https://www.orthodb.org/v10?query=107510at186802	50S ribosomal protein L23
107822at186802	Complete	1	117355	117723	+	154.4	99	https://www.orthodb.org/v10?query=107822at186802	50S ribosomal protein L18
108298at186802	Complete	1	95174	95539	+	147.1	104	https://www.orthodb.org/v10?query=108298at186802	50S ribosomal protein L7/L12
108880at186802	Complete	1	1382387	1382644	+	111.3	58	https://www.orthodb.org/v10?query=108880at186802	Uncharacterised protein family UPF0297
109593at186802	Complete	1	1348469	1348741	+	116.1	65	https://www.orthodb.org/v10?query=109593at186802	30S ribosomal protein S16
109596at186802	Complete	1	2717247	2717867	-	90.0	104	https://www.orthodb.org/v10?query=109596at186802	nucleotide exchange factor GrpE
109856at186802	Complete	1	3994229	3994429	-	75.1	48	https://www.orthodb.org/v10?query=109856at186802	50S ribosomal protein L31
109858at186802	Complete	1	115232	115540	+	95.7	77	https://www.orthodb.org/v10?query=109858at186802	50S ribosomal protein L24
110513at186802	Complete	1	1416757	1417014	+	129.3	67	https://www.orthodb.org/v10?query=110513at186802	30S ribosomal protein S15
111223at186802	Complete	1	4206856	4207200	-	98.3	70	https://www.orthodb.org/v10?query=111223at186802	ribonuclease P protein component
111636at186802	Complete	1	3149965	3150258	-	87.3	67	https://www.orthodb.org/v10?query=111636at186802	preprotein translocase subunit YajC
111665at186802	Complete	1	4187254	4187703	-	120.7	98	https://www.orthodb.org/v10?query=111665at186802	50S ribosomal protein L9
111873at186802	Complete	1	262129	262413	+	97.3	77	https://www.orthodb.org/v10?query=111873at186802	molecular chaperone GroES
112636at186802	Complete	1	1269012	1269188	+	78.8	48	https://www.orthodb.org/v10?query=112636at186802	50S ribosomal protein L32
113334at186802	Complete	1	1408866	1409141	+	82.0	57	https://www.orthodb.org/v10?query=113334at186802	nucleic acid-binding protein
113352at186802	Complete	1	4191136	4191363	-	119.3	61	https://www.orthodb.org/v10?query=113352at186802	30S ribosomal protein S18
114447at186802	Complete	1	116130	116315	+	110.1	43	https://www.orthodb.org/v10?query=114447at186802	30S ribosomal protein S14
114754at186802	Complete	1	1252887	1253198	+	90.0	75	https://www.orthodb.org/v10?query=114754at186802	50S ribosomal protein L21
114798at186802	Complete	1	27352	27702	+	124.1	86	https://www.orthodb.org/v10?query=114798at186802	nucleoid-associated protein
115084at186802	Complete	1	1367308	1367652	+	49.2	55	https://www.orthodb.org/v10?query=115084at186802	YraN family protein
116320at186802	Complete	1	114336	114539	+	80.3	41	https://www.orthodb.org/v10?query=116320at186802	50S ribosomal protein L29
118221at186802	Complete	1	118268	118453	+	64.2	42	https://www.orthodb.org/v10?query=118221at186802	50S ribosomal protein L30
118525at186802	Complete	1	1348806	1349033	+	87.8	57	https://www.orthodb.org/v10?query=118525at186802	RNA-binding protein
119855at186802	Complete	1	2697583	2697762	-	100.1	47	https://www.orthodb.org/v10?query=119855at186802	30S ribosomal protein S21
119927at186802	Complete	1	2730029	2730295	+	85.2	78	https://www.orthodb.org/v10?query=119927at186802	30S ribosomal protein S20
120583at186802	Complete	1	809283	809477	+	84.0	48	https://www.orthodb.org/v10?query=120583at186802	50S ribosomal protein L35
