# BUSCO version is: 5.4.4 
# The lineage dataset is: pseudomonadales_odb10 (Creation date: 2020-03-06, number of genomes: 159, number of BUSCOs: 782)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
207at72274	Missing
23750at72274	Missing
23835at72274	Complete	contig00494	1535	2650	+	641.1	327	https://www.orthodb.org/v10?query=23835at72274	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase
23862at72274	Fragmented	contig01836	1	582	+	312.7	168	https://www.orthodb.org/v10?query=23862at72274	coproporphyrinogen III oxidase
23903at72274	Complete	contig00118	2314	3660	-	500.3	350	https://www.orthodb.org/v10?query=23903at72274	UDP-N-acetylmuramoylalanine-D-glutamate ligase
23949at72274	Fragmented	contig01975	3	668	+	332.9	203	https://www.orthodb.org/v10?query=23949at72274	Pseudouridine synthase
24002at72274	Fragmented	contig02301	2	673	-	189.5	174	https://www.orthodb.org/v10?query=24002at72274	peptidyl-prolyl cis-trans isomerase
24069at72274	Fragmented	contig00195	3552	4433	+	380.5	245	https://www.orthodb.org/v10?query=24069at72274	bifunctional folylpolyglutamate synthase/dihydrofolate synthase
24117at72274	Complete	contig00175	1071	1973	-	521.0	264	https://www.orthodb.org/v10?query=24117at72274	peptide chain release factor 2
24118at72274	Complete	contig00269	612	1658	+	543.2	306	https://www.orthodb.org/v10?query=24118at72274	dihydroorotase
24142at72274	Complete	contig00656	127	1347	-	609.5	357	https://www.orthodb.org/v10?query=24142at72274	GTPase Obg
24325at72274	Fragmented	contig00210	3550	4281	-	356.6	199	https://www.orthodb.org/v10?query=24325at72274	Fructose-1,6-bisphosphatase class 1
24369at72274	Missing
24553at72274	Complete	contig00118	52	1125	-	428.3	292	https://www.orthodb.org/v10?query=24553at72274	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
24560at72274	Complete	contig00144	2952	4094	-	378.6	278	https://www.orthodb.org/v10?query=24560at72274	Erythronate-4-phosphate dehydrogenase
24801at72274	Complete	contig00428	2003	3001	-	466.1	265	https://www.orthodb.org/v10?query=24801at72274	tRNA-dihydrouridine synthase B
24820at72274	Missing
24909at72274	Fragmented	contig02778	3	680	-	195.8	163	https://www.orthodb.org/v10?query=24909at72274	aminoglycoside phosphotransferase
24999at72274	Complete	contig00920	387	1436	+	382.8	237	https://www.orthodb.org/v10?query=24999at72274	Endolytic murein transglycosylase
25123at72274	Complete	contig00450	1627	2652	-	397.6	265	https://www.orthodb.org/v10?query=25123at72274	Outer membrane protein assembly factor BamD
25202at72274	Complete	contig00028	8573	9490	-	443.2	258	https://www.orthodb.org/v10?query=25202at72274	ornithine carbamoyltransferase
25207at72274	Complete	contig00833	1252	2226	+	453.2	275	https://www.orthodb.org/v10?query=25207at72274	dihydroorotate dehydrogenase 2
25406at72274	Fragmented	contig00024	10082	11149	+	393.7	281	https://www.orthodb.org/v10?query=25406at72274	NADH:ubiquinone oxidoreductase subunit N
25465at72274	Fragmented	contig00510	2340	2915	+	283.1	170	https://www.orthodb.org/v10?query=25465at72274	transcriptional regulator
25490at72274	Complete	contig00312	1701	2744	-	418.9	276	https://www.orthodb.org/v10?query=25490at72274	S-adenosylmethionine
25563at72274	Complete	contig00410	309	1331	+	484.4	261	https://www.orthodb.org/v10?query=25563at72274	ATP-binding protein
25696at72274	Missing
25705at72274	Fragmented	contig00187	3850	4599	+	212.3	191	https://www.orthodb.org/v10?query=25705at72274	two-component sensor histidine kinase
25716at72274	Missing
25878at72274	Fragmented	contig00707	1831	2436	-	324.5	182	https://www.orthodb.org/v10?query=25878at72274	ribosomal protein L3 N(5)-glutamine methyltransferase
25908at72274	Complete	contig00767	1061	2122	+	563.6	283	https://www.orthodb.org/v10?query=25908at72274	phosphoribosylformylglycinamidine cyclo-ligase
25945at72274	Complete	contig00031	320	1264	+	491.5	265	https://www.orthodb.org/v10?query=25945at72274	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
26334at72274	Complete	contig00302	1204	2265	+	386.2	264	https://www.orthodb.org/v10?query=26334at72274	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
26508at72274	Complete	contig00214	1197	2690	+	634.4	435	https://www.orthodb.org/v10?query=26508at72274	RNA polymerase sigma-54 factor
26517at72274	Missing
26581at72274	Complete	contig00810	796	1941	-	551.2	329	https://www.orthodb.org/v10?query=26581at72274	Peptidoglycan glycosyltransferase MrdB
26676at72274	Complete	contig00922	1	1890	+	624.1	454	https://www.orthodb.org/v10?query=26676at72274	fimbrial protein
26684at72274	Complete	contig00142	1966	2898	-	546.8	280	https://www.orthodb.org/v10?query=26684at72274	ribose-phosphate pyrophosphokinase
26781at72274	Missing
26787at72274	Complete	contig00846	1031	1942	-	415.0	247	https://www.orthodb.org/v10?query=26787at72274	UDP-3-O-acyl-N-acetylglucosamine deacetylase
27481at72274	Complete	contig00756	947	2299	+	500.1	274	https://www.orthodb.org/v10?query=27481at72274	Signal recognition particle receptor FtsY
27495at72274	Fragmented	contig00194	1	558	+	273.9	144	https://www.orthodb.org/v10?query=27495at72274	phosphatidylserine decarboxylase
27539at72274	Fragmented	contig01869	542	1168	-	292.0	174	https://www.orthodb.org/v10?query=27539at72274	anthranilate phosphoribosyltransferase
27577at72274	Complete	contig00202	2149	3042	-	389.2	250	https://www.orthodb.org/v10?query=27577at72274	LysR family transcriptional regulator
27713at72274	Fragmented	contig00778	1	780	+	251.9	178	https://www.orthodb.org/v10?query=27713at72274	transcriptional regulator CysB
27986at72274	Complete	contig01073	439	1275	-	241.6	204	https://www.orthodb.org/v10?query=27986at72274	Ribosomal RNA large subunit methyltransferase J
28337at72274	Complete	contig00218	2400	3356	+	379.9	260	https://www.orthodb.org/v10?query=28337at72274	Pseudouridine synthase
28379at72274	Complete	contig00705	141	911	-	445.6	226	https://www.orthodb.org/v10?query=28379at72274	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
28390at72274	Complete	contig00427	523	1419	+	404.4	248	https://www.orthodb.org/v10?query=28390at72274	site-specific tyrosine recombinase XerD
28456at72274	Complete	contig00075	2808	3581	+	345.8	220	https://www.orthodb.org/v10?query=28456at72274	class II glutamine amidotransferase
28566at72274	Duplicated	contig01751	62	1258	-	532.0	347	https://www.orthodb.org/v10?query=28566at72274	type II secretion system protein F
28566at72274	Duplicated	contig01735	1	1209	+	526.1	343	https://www.orthodb.org/v10?query=28566at72274	type II secretion system protein F
28793at72274	Complete	contig01258	1	642	-	428.8	203	https://www.orthodb.org/v10?query=28793at72274	tRNA 2-thiocytidine(32) synthetase TtcA
28919at72274	Complete	contig00386	73	1011	-	406.3	241	https://www.orthodb.org/v10?query=28919at72274	Rhodanese-like domain
28950at72274	Complete	contig00512	1484	2263	+	322.5	210	https://www.orthodb.org/v10?query=28950at72274	exodeoxyribonuclease III
29139at72274	Missing
29150at72274	Complete	contig00333	1939	2778	-	276.4	201	https://www.orthodb.org/v10?query=29150at72274	UTP--glucose-1-phosphate uridylyltransferase
29175at72274	Complete	contig01524	306	1307	-	446.1	283	https://www.orthodb.org/v10?query=29175at72274	Luciferase-like domain
29190at72274	Missing
29232at72274	Complete	contig00024	4252	5247	+	568.9	297	https://www.orthodb.org/v10?query=29232at72274	NADH-quinone oxidoreductase subunit H
29288at72274	Complete	contig00118	1115	2314	-	417.1	301	https://www.orthodb.org/v10?query=29288at72274	cell division protein FtsW
29396at72274	Complete	contig00750	1328	2233	+	470.1	258	https://www.orthodb.org/v10?query=29396at72274	acetylglutamate kinase
29421at72274	Complete	contig01191	316	1335	-	453.3	296	https://www.orthodb.org/v10?query=29421at72274	Small ribosomal subunit biogenesis GTPase RsgA
29426at72274	Complete	contig01274	826	1647	+	564.0	261	https://www.orthodb.org/v10?query=29426at72274	Protein RecA
29543at72274	Complete	contig01096	824	1762	-	338.1	239	https://www.orthodb.org/v10?query=29543at72274	Riboflavin biosynthesis protein
29546at72274	Missing
29729at72274	Complete	contig00093	1344	2234	-	311.7	191	https://www.orthodb.org/v10?query=29729at72274	ATPase AAA
29821at72274	Complete	contig02020	232	1077	+	485.6	247	https://www.orthodb.org/v10?query=29821at72274	ATPase AAA
29873at72274	Fragmented	contig01424	933	1517	-	320.4	188	https://www.orthodb.org/v10?query=29873at72274	acetyl-CoA carboxylase carboxyltransferase subunit alpha
29936at72274	Complete	contig00410	1800	2639	+	264.8	202	https://www.orthodb.org/v10?query=29936at72274	magnesium transporter
30013at72274	Complete	contig00185	404	1225	+	460.2	240	https://www.orthodb.org/v10?query=30013at72274	Ribosomal protein L2
30024at72274	Complete	contig00703	822	1682	+	475.9	255	https://www.orthodb.org/v10?query=30024at72274	ATP synthase gamma chain
30055at72274	Complete	contig01578	492	1364	+	396.7	228	https://www.orthodb.org/v10?query=30055at72274	Methylenetetrahydrofolate reductase
30119at72274	Complete	contig00087	5094	6035	+	375.6	246	https://www.orthodb.org/v10?query=30119at72274	16S rRNA (cytosine(1402)-N(4))-methyltransferase
30228at72274	Fragmented	contig02907	3	656	-	273.6	167	https://www.orthodb.org/v10?query=30228at72274	Arabinose 5-phosphate isomerase
30299at72274	Complete	contig00051	4936	5961	+	417.0	273	https://www.orthodb.org/v10?query=30299at72274	protease SohB
30337at72274	Complete	contig00455	1567	2526	-	425.2	245	https://www.orthodb.org/v10?query=30337at72274	Protease HtpX
30458at72274	Fragmented	contig00704	1	735	-	169.5	171	https://www.orthodb.org/v10?query=30458at72274	NUDIX hydrolase
30483at72274	Missing
30592at72274	Missing
30676at72274	Complete	contig00417	1077	1973	+	523.2	271	https://www.orthodb.org/v10?query=30676at72274	methylisocitrate lyase
30808at72274	Complete	contig00905	161	946	+	417.5	224	https://www.orthodb.org/v10?query=30808at72274	Methionine aminopeptidase
31121at72274	Complete	contig01324	555	1526	-	378.7	259	https://www.orthodb.org/v10?query=31121at72274	tRNA dimethylallyltransferase
31187at72274	Missing
31290at72274	Complete	contig00078	1	936	+	253.3	213	https://www.orthodb.org/v10?query=31290at72274	DNA polymerase III subunit delta'
31611at72274	Complete	contig00524	1022	1954	-	362.8	247	https://www.orthodb.org/v10?query=31611at72274	LysR family transcriptional regulator
31677at72274	Complete	contig00195	2683	3555	+	425.7	240	https://www.orthodb.org/v10?query=31677at72274	acetyl-CoA carboxylase subunit beta
31780at72274	Missing
31831at72274	Missing
31899at72274	Complete	contig02043	108	944	-	249.4	168	https://www.orthodb.org/v10?query=31899at72274	NADH pyrophosphatase
31975at72274	Complete	contig00050	683	1477	+	305.2	210	https://www.orthodb.org/v10?query=31975at72274	thymidylate synthase
32018at72274	Missing
32132at72274	Missing
32149at72274	Fragmented	contig02447	2	622	+	233.6	155	https://www.orthodb.org/v10?query=32149at72274	pantoate--beta-alanine ligase
32154at72274	Complete	contig00524	2092	2868	+	199.4	193	https://www.orthodb.org/v10?query=32154at72274	NAD(P)-dependent oxidoreductase
32265at72274	Complete	contig01624	416	1339	-	415.4	249	https://www.orthodb.org/v10?query=32265at72274	transaldolase
32269at72274	Complete	contig01270	504	1349	-	484.7	246	https://www.orthodb.org/v10?query=32269at72274	3-deoxy-8-phosphooctulonate synthase
32385at72274	Complete	contig01288	462	1352	-	402.2	248	https://www.orthodb.org/v10?query=32385at72274	4-hydroxybenzoate octaprenyltransferase
32411at72274	Fragmented	contig01180	1	747	+	221.0	166	https://www.orthodb.org/v10?query=32411at72274	tRNA pseudouridine synthase B
32427at72274	Missing
32510at72274	Complete	contig00964	942	1997	+	460.4	296	https://www.orthodb.org/v10?query=32510at72274	Histidinol-phosphate aminotransferase
32543at72274	Complete	contig00871	1338	2165	+	302.4	201	https://www.orthodb.org/v10?query=32543at72274	D-alanine--D-alanine ligase
32688at72274	Complete	contig00306	2174	3106	+	502.5	268	https://www.orthodb.org/v10?query=32688at72274	ABC transporter
32696at72274	Complete	contig00497	1241	2152	+	300.4	230	https://www.orthodb.org/v10?query=32696at72274	Tyrosine recombinase XerC
32725at72274	Fragmented	contig02060	455	1063	+	232.2	157	https://www.orthodb.org/v10?query=32725at72274	nicotinate-nucleotide diphosphorylase (carboxylating)
32802at72274	Fragmented	contig01869	3	545	-	217.1	148	https://www.orthodb.org/v10?query=32802at72274	Indole-3-glycerol phosphate synthase
32857at72274	Fragmented	contig02699	1	543	-	208.7	129	https://www.orthodb.org/v10?query=32857at72274	ferredoxin--NADP(+) reductase
32893at72274	Missing
32976at72274	Fragmented	contig02216	607	975	+	198.6	118	https://www.orthodb.org/v10?query=32976at72274	cobalamin biosynthesis protein CobW
33272at72274	Complete	contig00133	289	1356	-	313.2	258	https://www.orthodb.org/v10?query=33272at72274	AI-2E family transporter
33308at72274	Complete	contig02219	2	784	-	363.0	223	https://www.orthodb.org/v10?query=33308at72274	D-alanyl-D-alanine endopeptidase
33380at72274	Missing
33385at72274	Complete	contig01396	3	878	-	288.5	227	https://www.orthodb.org/v10?query=33385at72274	homoserine kinase
33673at72274	Fragmented	contig02886	3	665	-	271.8	187	https://www.orthodb.org/v10?query=33673at72274	methionyl-tRNA formyltransferase
33789at72274	Complete	contig00041	2377	3264	-	354.4	233	https://www.orthodb.org/v10?query=33789at72274	geranyl transferase
33816at72274	Fragmented	contig01052	1	711	+	313.7	201	https://www.orthodb.org/v10?query=33816at72274	Octaprenyl-diphosphate synthase
33852at72274	Complete	contig01596	3	1088	-	540.7	337	https://www.orthodb.org/v10?query=33852at72274	glutamyl-tRNA reductase
33857at72274	Complete	contig00035	1274	2161	+	269.0	221	https://www.orthodb.org/v10?query=33857at72274	phosphatase
33946at72274	Missing
33957at72274	Complete	contig00583	207	1100	-	338.9	259	https://www.orthodb.org/v10?query=33957at72274	energy transducer TonB
34213at72274	Complete	contig00427	1546	2274	+	234.8	190	https://www.orthodb.org/v10?query=34213at72274	Thiol
34228at72274	Complete	contig02021	294	1076	+	404.3	221	https://www.orthodb.org/v10?query=34228at72274	RNA polymerase factor sigma-32
34317at72274	Fragmented	contig01321	1050	1607	-	289.6	170	https://www.orthodb.org/v10?query=34317at72274	Protein-export membrane protein SecF
34441at72274	Missing
34472at72274	Complete	contig00583	1247	2200	-	470.8	267	https://www.orthodb.org/v10?query=34472at72274	glutathione synthase
34578at72274	Missing
34650at72274	Complete	contig00894	1182	1961	+	263.4	190	https://www.orthodb.org/v10?query=34650at72274	hydrolase TatD
34866at72274	Complete	contig01758	514	1257	-	318.3	207	https://www.orthodb.org/v10?query=34866at72274	ribosomal protein L11 methyltransferase
34940at72274	Complete	contig00302	2748	3524	+	381.7	225	https://www.orthodb.org/v10?query=34940at72274	Acyl-
35049at72274	Complete	contig01861	1	765	+	365.1	230	https://www.orthodb.org/v10?query=35049at72274	Formamidopyrimidine-DNA glycosylase
35068at72274	Missing
35129at72274	Complete	contig01491	679	1455	-	251.6	186	https://www.orthodb.org/v10?query=35129at72274	glutamate racemase
35212at72274	Complete	contig00142	3074	3922	-	267.6	203	https://www.orthodb.org/v10?query=35212at72274	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
35233at72274	Complete	contig00233	3152	3970	-	425.0	243	https://www.orthodb.org/v10?query=35233at72274	sulfate ABC transporter permease subunit CysT
35275at72274	Missing
35425at72274	Complete	contig00311	1999	3087	+	328.2	253	https://www.orthodb.org/v10?query=35425at72274	DNA protecting protein DprA
35498at72274	Missing
35711at72274	Complete	contig00613	1161	1976	-	421.7	223	https://www.orthodb.org/v10?query=35711at72274	Site-determining protein
35771at72274	Fragmented	contig00376	2982	3401	+	178.8	118	https://www.orthodb.org/v10?query=35771at72274	Tryptophan synthase alpha chain
35885at72274	Complete	contig01031	133	1131	+	469.8	268	https://www.orthodb.org/v10?query=35885at72274	beta-N-acetylhexosaminidase
35969at72274	Complete	contig02488	1	840	+	333.2	208	https://www.orthodb.org/v10?query=35969at72274	tRNA-dihydrouridine(16) synthase
35998at72274	Complete	contig01706	575	1294	-	304.8	190	https://www.orthodb.org/v10?query=35998at72274	tRNA (guanine-N(7)-)-methyltransferase
36010at72274	Fragmented	contig01544	1	603	+	275.7	162	https://www.orthodb.org/v10?query=36010at72274	Chromosome partitioning protein
36138at72274	Missing
36169at72274	Complete	contig00821	174	1073	-	493.4	262	https://www.orthodb.org/v10?query=36169at72274	Cysteine synthase
36193at72274	Complete	contig01382	591	1445	+	364.7	237	https://www.orthodb.org/v10?query=36193at72274	Signal peptidase I
36231at72274	Complete	contig00330	1	735	+	387.8	224	https://www.orthodb.org/v10?query=36231at72274	peptidase S49
36334at72274	Complete	contig00046	4285	5031	-	305.2	204	https://www.orthodb.org/v10?query=36334at72274	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
36354at72274	Complete	contig00364	1443	2222	-	313.6	218	https://www.orthodb.org/v10?query=36354at72274	dihydropteroate synthase
36598at72274	Complete	contig00488	441	1439	-	282.6	212	https://www.orthodb.org/v10?query=36598at72274	tetraacyldisaccharide 4'-kinase
36912at72274	Complete	contig01197	575	1378	+	243.8	197	https://www.orthodb.org/v10?query=36912at72274	SAM-dependent methyltransferase
36951at72274	Complete	contig00829	118	1152	-	505.0	298	https://www.orthodb.org/v10?query=36951at72274	twitching motility protein PilT
37184at72274	Complete	contig00078	1341	2117	+	326.4	213	https://www.orthodb.org/v10?query=37184at72274	hydrolase TatD
37220at72274	Complete	contig00167	3218	3994	-	365.3	211	https://www.orthodb.org/v10?query=37220at72274	ferredoxin--NADP(+) reductase
37262at72274	Missing
37505at72274	Complete	contig00642	1200	2030	+	343.5	232	https://www.orthodb.org/v10?query=37505at72274	nucleoside triphosphate pyrophosphohydrolase
37622at72274	Complete	contig00036	83	823	+	468.3	220	https://www.orthodb.org/v10?query=37622at72274	30S ribosomal protein S2
37822at72274	Complete	contig00121	1437	2429	-	393.6	256	https://www.orthodb.org/v10?query=37822at72274	rod shape-determining protein MreC
37956at72274	Fragmented	contig01424	3	863	-	342.1	250	https://www.orthodb.org/v10?query=37956at72274	tRNA(Ile)-lysidine synthase
38061at72274	Fragmented	contig01102	3	515	-	295.8	150	https://www.orthodb.org/v10?query=38061at72274	ribonuclease PH
38150at72274	Fragmented	contig01015	1	396	+	157.6	116	https://www.orthodb.org/v10?query=38150at72274	cell division protein FtsQ
38152at72274	Complete	contig01085	549	1355	+	363.0	224	https://www.orthodb.org/v10?query=38152at72274	4-hydroxy-tetrahydrodipicolinate reductase
38177at72274	Missing
38372at72274	Complete	contig02205	1	981	+	361.2	276	https://www.orthodb.org/v10?query=38372at72274	ferrochelatase
38602at72274	Complete	contig00214	246	971	+	428.7	225	https://www.orthodb.org/v10?query=38602at72274	ABC transporter ATP-binding protein
38752at72274	Complete	contig00454	683	1426	+	343.7	211	https://www.orthodb.org/v10?query=38752at72274	3-oxoacyl-
38791at72274	Complete	contig00847	1339	2016	+	345.4	188	https://www.orthodb.org/v10?query=38791at72274	NADH dehydrogenase
38814at72274	Complete	contig00085	3411	4133	+	209.4	171	https://www.orthodb.org/v10?query=38814at72274	UDP-2,3-diacylglucosamine hydrolase
38872at72274	Complete	contig01143	778	1524	+	311.6	202	https://www.orthodb.org/v10?query=38872at72274	pyridoxine 5'-phosphate synthase
38984at72274	Complete	contig00036	954	1823	+	315.4	232	https://www.orthodb.org/v10?query=38984at72274	Elongation factor Ts
39005at72274	Complete	contig00036	3335	4090	+	331.2	201	https://www.orthodb.org/v10?query=39005at72274	di-trans,poly-cis-decaprenylcistransferase
39435at72274	Complete	contig00331	67	945	+	463.2	263	https://www.orthodb.org/v10?query=39435at72274	4-hydroxy-tetrahydrodipicolinate synthase
39735at72274	Complete	contig00368	1570	2391	-	289.7	196	https://www.orthodb.org/v10?query=39735at72274	peptidase M48
39772at72274	Complete	contig00036	2022	2759	+	395.1	212	https://www.orthodb.org/v10?query=39772at72274	Uridylate kinase
39803at72274	Fragmented	contig02994	36	620	-	185.1	147	https://www.orthodb.org/v10?query=39803at72274	UDP-N-acetylenolpyruvoylglucosamine reductase
40014at72274	Complete	contig00185	1875	2561	+	391.0	197	https://www.orthodb.org/v10?query=40014at72274	K Homology domain
40037at72274	Fragmented	contig01975	665	1099	+	110.2	96	https://www.orthodb.org/v10?query=40037at72274	multi-copper polyphenol oxidoreductase
40069at72274	Complete	contig00232	1308	2066	+	338.6	204	https://www.orthodb.org/v10?query=40069at72274	tRNA (guanine-N(1)-)-methyltransferase
40168at72274	Complete	contig00400	2540	3214	+	313.8	198	https://www.orthodb.org/v10?query=40168at72274	7-cyano-7-deazaguanine synthase
40319at72274	Complete	contig02424	90	872	-	267.6	208	https://www.orthodb.org/v10?query=40319at72274	DnaA regulatory inactivator Hda
40349at72274	Fragmented	contig00827	1729	2235	-	204.9	142	https://www.orthodb.org/v10?query=40349at72274	33 kDa chaperonin
40542at72274	Complete	contig00355	184	984	-	348.5	221	https://www.orthodb.org/v10?query=40542at72274	3-methyl-2-oxobutanoate hydroxymethyltransferase
40643at72274	Complete	contig01268	954	1655	+	288.8	194	https://www.orthodb.org/v10?query=40643at72274	16S rRNA (uracil(1498)-N(3))-methyltransferase
40885at72274	Fragmented	contig02651	1	444	+	175.2	115	https://www.orthodb.org/v10?query=40885at72274	1-(5-phosphoribosyl)-5-
40937at72274	Complete	contig01317	784	1428	+	225.1	166	https://www.orthodb.org/v10?query=40937at72274	Ribosomal RNA small subunit methyltransferase G
41068at72274	Fragmented	contig00828	1	699	+	159.5	154	https://www.orthodb.org/v10?query=41068at72274	zinc ABC transporter substrate-binding protein
41090at72274	Complete	contig01645	267	956	+	309.6	186	https://www.orthodb.org/v10?query=41090at72274	ribonuclease III
41106at72274	Complete	contig00098	4048	4806	-	311.1	207	https://www.orthodb.org/v10?query=41106at72274	Nif3-like dinuclear metal center hexameric protein
41129at72274	Fragmented	contig02718	1	294	+	123.5	84	https://www.orthodb.org/v10?query=41129at72274	DNA-binding response regulator
41159at72274	Complete	contig00348	904	1611	+	207.6	174	https://www.orthodb.org/v10?query=41159at72274	16S rRNA (uracil(1498)-N(3))-methyltransferase
41161at72274	Complete	contig01391	487	1260	+	325.7	229	https://www.orthodb.org/v10?query=41161at72274	RNA methyltransferase
41399at72274	Complete	contig00035	2822	3712	+	277.9	192	https://www.orthodb.org/v10?query=41399at72274	segregation/condensation protein A
41485at72274	Complete	contig00091	358	1053	+	322.0	200	https://www.orthodb.org/v10?query=41485at72274	uracil-DNA glycosylase
41680at72274	Complete	contig00306	3103	3687	+	343.7	180	https://www.orthodb.org/v10?query=41680at72274	Transport permease protein
41712at72274	Missing
41734at72274	Fragmented	contig02630	455	784	-	183.0	101	https://www.orthodb.org/v10?query=41734at72274	Fe/S biogenesis protein NfuA
41857at72274	Complete	contig00582	671	1363	+	188.7	178	https://www.orthodb.org/v10?query=41857at72274	Pseudouridine synthase
41972at72274	Complete	contig00187	3012	3755	+	418.9	218	https://www.orthodb.org/v10?query=41972at72274	DNA-binding response regulator
42252at72274	Complete	contig00269	1655	2329	+	299.8	173	https://www.orthodb.org/v10?query=42252at72274	ribonuclease T
42437at72274	Missing
42441at72274	Complete	contig00457	386	1024	+	376.2	185	https://www.orthodb.org/v10?query=42441at72274	endonuclease III
42468at72274	Complete	contig01432	774	1481	+	242.7	202	https://www.orthodb.org/v10?query=42468at72274	DNA-binding response regulator
42886at72274	Complete	contig02582	267	803	+	228.7	161	https://www.orthodb.org/v10?query=42886at72274	phosphoglycolate phosphatase
42895at72274	Fragmented	contig01187	1561	1734	-	62.5	40	https://www.orthodb.org/v10?query=42895at72274	dehydrogenase
43003at72274	Complete	contig00805	1141	1917	+	251.1	193	https://www.orthodb.org/v10?query=43003at72274	hydroxyacylglutathione hydrolase
43014at72274	Complete	contig00168	1888	3198	+	408.6	293	https://www.orthodb.org/v10?query=43014at72274	peptidase S41
43102at72274	Complete	contig00008	3691	4305	-	123.5	167	https://www.orthodb.org/v10?query=43102at72274	Imidazole glycerol phosphate synthase subunit HisH
43118at72274	Fragmented	contig00454	1	660	+	237.9	168	https://www.orthodb.org/v10?query=43118at72274	malonyl CoA-acyl carrier protein transacylase
43211at72274	Complete	contig00772	60	806	+	388.2	224	https://www.orthodb.org/v10?query=43211at72274	Transcriptional regulator TACO1-like
43214at72274	Missing
43254at72274	Complete	contig00104	4117	4971	+	97.7	185	https://www.orthodb.org/v10?query=43254at72274	shikimate dehydrogenase
43359at72274	Complete	contig00233	2272	3141	-	441.5	237	https://www.orthodb.org/v10?query=43359at72274	sulfate ABC transporter permease subunit CysW
43409at72274	Complete	contig01507	460	1311	+	362.9	234	https://www.orthodb.org/v10?query=43409at72274	bis(5'-nucleosyl)-tetraphosphatase (symmetrical)
43579at72274	Complete	contig00214	3556	4260	+	271.0	191	https://www.orthodb.org/v10?query=43579at72274	RNase adaptor protein RapZ
43822at72274	Missing
43883at72274	Missing
43900at72274	Complete	contig01996	59	676	-	254.7	171	https://www.orthodb.org/v10?query=43900at72274	stringent starvation protein A
43937at72274	Complete	contig00400	1877	2524	+	292.0	181	https://www.orthodb.org/v10?query=43937at72274	7-carboxy-7-deazaguanine synthase
44104at72274	Complete	contig01083	488	1123	-	345.6	190	https://www.orthodb.org/v10?query=44104at72274	ATP phosphoribosyltransferase
44228at72274	Complete	contig00757	532	1152	-	335.9	184	https://www.orthodb.org/v10?query=44228at72274	RNA-binding S4 domain
44408at72274	Complete	contig00318	1831	2490	-	261.0	177	https://www.orthodb.org/v10?query=44408at72274	riboflavin synthase subunit alpha
44537at72274	Complete	contig01640	517	1152	+	381.6	193	https://www.orthodb.org/v10?query=44537at72274	50S ribosomal protein L3
44547at72274	Complete	contig00207	3238	4014	+	290.0	212	https://www.orthodb.org/v10?query=44547at72274	glycerol acyltransferase
44566at72274	Missing
44579at72274	Complete	contig01544	613	1413	+	294.9	216	https://www.orthodb.org/v10?query=44579at72274	chromosome partitioning protein ParB
44589at72274	Complete	contig01982	373	1059	+	243.6	182	https://www.orthodb.org/v10?query=44589at72274	molybdate ABC transporter permease
44729at72274	Complete	contig01127	532	1149	-	304.1	179	https://www.orthodb.org/v10?query=44729at72274	GTP cyclohydrolase II
44867at72274	Complete	contig01420	702	1295	+	318.8	161	https://www.orthodb.org/v10?query=44867at72274	imidazoleglycerol-phosphate dehydratase
45084at72274	Fragmented	contig03031	42	608	+	375.3	182	https://www.orthodb.org/v10?query=45084at72274	Multifunctional CCA protein
45113at72274	Complete	contig02891	1	663	+	274.7	190	https://www.orthodb.org/v10?query=45113at72274	Type 4 prepilin-like proteins leader peptide-processing enzyme
45161at72274	Complete	contig00512	762	1403	-	272.7	173	https://www.orthodb.org/v10?query=45161at72274	orotate phosphoribosyltransferase
45232at72274	Complete	contig00362	27	587	-	270.7	159	https://www.orthodb.org/v10?query=45232at72274	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
45381at72274	Complete	contig00349	1875	2603	+	313.3	195	https://www.orthodb.org/v10?query=45381at72274	phosphate transport system regulatory protein PhoU
45474at72274	Missing
45659at72274	Fragmented	contig00890	1755	2132	-	261.0	119	https://www.orthodb.org/v10?query=45659at72274	deoxycytidine triphosphate deaminase
45682at72274	Complete	contig00928	756	1385	-	189.0	156	https://www.orthodb.org/v10?query=45682at72274	alpha/beta hydrolase
45692at72274	Complete	contig01018	1236	1943	+	193.9	146	https://www.orthodb.org/v10?query=45692at72274	protein-(glutamine-N5) methyltransferase, release factor-specific
45745at72274	Complete	contig00362	2448	3092	-	312.4	187	https://www.orthodb.org/v10?query=45745at72274	DNA-binding response regulator
45787at72274	Complete	contig00604	1363	2331	-	272.2	225	https://www.orthodb.org/v10?query=45787at72274	thiamine-phosphate kinase
45892at72274	Complete	contig01143	84	785	+	232.1	189	https://www.orthodb.org/v10?query=45892at72274	DNA repair protein RecO
45939at72274	Missing
